ProductID,OrderQty,LineTotal,sales_reason_name,sales_reason_availability
895,1,200.052,,N/A
916,1,31.584,,N/A
953,4,2915.64,,N/A
955,1,1430.442,,N/A
957,1,1430.442,,N/A
958,1,445.41,,N/A
962,1,445.41,,N/A
963,1,445.41,,N/A
965,2,890.82,,N/A
966,3,4291.326,,N/A
969,2,2860.884,,N/A
970,1,728.91,,N/A
972,4,2915.64,,N/A
979,4,1781.64,,N/A
973,1,1020.594,,N/A
809,4,148.608,,N/A
867,20,731.3955,,N/A
925,2,299.748,,N/A
937,4,194.376,,N/A
980,4,1846.776,,N/A
981,7,3231.858,,N/A
982,6,2770.164,,N/A
983,4,1846.776,,N/A
984,7,2372.958,,N/A
985,2,677.988,,N/A
986,6,2033.964,,N/A
987,6,2033.964,,N/A
988,2,677.988,,N/A
989,9,2915.946,,N/A
990,8,2591.952,,N/A
991,5,1619.97,,N/A
992,3,971.982,,N/A
993,4,1295.976,,N/A
885,4,2409.384,,N/A
886,1,200.052,,N/A
889,3,1807.038,,N/A
892,1,602.346,,N/A
893,2,1204.692,,N/A
895,2,400.104,,N/A
896,3,600.156,,N/A
900,3,600.156,,N/A
916,1,31.584,,N/A
953,2,1457.82,,N/A
954,1,1430.442,,N/A
955,2,2860.884,,N/A
965,2,890.82,,N/A
966,2,2860.884,,N/A
967,2,2860.884,,N/A
969,2,2860.884,,N/A
970,3,2186.73,,N/A
972,1,728.91,,N/A
979,2,890.82,,N/A
796,2,2932.02,,N/A
800,5,3361.47,,N/A
874,3,16.182,,N/A
875,2,10.788,,N/A
938,2,48.588,,N/A
973,1,1020.594,,N/A
974,3,3061.782,,N/A
976,4,4082.376,,N/A
997,1,323.994,,N/A
879,1,159,Price,Available
953,1,1214.85,Price,Available
953,1,1214.85,On Promotion,Available
976,1,1700.99,Review,Available
809,2,74.304,,N/A
865,4,152.4,,N/A
867,12,477.387792,,N/A
904,2,436.908,,N/A
905,2,436.908,,N/A
909,1,23.484,,N/A
910,2,63.168,,N/A
917,7,1109.01,,N/A
920,5,792.15,,N/A
924,3,449.622,,N/A
925,6,899.244,,N/A
937,2,97.188,,N/A
944,5,792.15,,N/A
945,3,164.682,,N/A
948,6,383.4,,N/A
949,1,105.294,,N/A
951,5,1214.97,,N/A
952,4,48.576,,N/A
996,3,218.682,,N/A
743,2,1619.52,,N/A
747,3,2429.28,,N/A
748,2,1637.4,,N/A
875,1,5.394,,N/A
722,3,606.996,,N/A
993,1,539.99,Price,Available
963,2,890.82,,N/A
970,1,728.91,,N/A
867,9,377.946,,N/A
904,2,436.908,,N/A
905,1,218.454,,N/A
917,2,316.86,,N/A
981,3,1385.082,,N/A
982,1,461.694,,N/A
983,2,923.388,,N/A
984,1,338.994,,N/A
985,2,677.988,,N/A
986,2,677.988,,N/A
987,1,338.994,,N/A
989,1,323.994,,N/A
990,1,323.994,,N/A
991,5,1619.97,,N/A
982,1,461.694,,N/A
808,5,133.62,,N/A
809,4,148.608,,N/A
867,13,517.170108,,N/A
904,3,655.362,,N/A
905,6,1310.724,,N/A
909,1,23.484,,N/A
917,1,158.43,,N/A
920,2,316.86,,N/A
924,2,299.748,,N/A
925,2,299.748,,N/A
937,4,194.376,,N/A
944,2,316.86,,N/A
945,4,219.576,,N/A
948,4,255.6,,N/A
949,2,210.588,,N/A
951,4,971.976,,N/A
952,5,60.72,,N/A
981,1,461.694,,N/A
988,2,677.988,,N/A
996,1,72.894,,N/A
742,2,1637.4,,N/A
743,7,5668.32,,N/A
747,2,1619.52,,N/A
748,6,4912.2,,N/A
792,5,7330.05,,N/A
796,4,5864.04,,N/A
800,4,2689.176,,N/A
874,1,5.394,,N/A
875,6,32.364,,N/A
938,5,121.47,,N/A
973,3,3061.782,,N/A
974,7,7144.158,,N/A
975,2,2041.188,,N/A
976,6,6123.564,,N/A
997,8,2591.952,,N/A
867,6,251.964,,N/A
809,1,37.152,,N/A
978,1,742.35,,N/A
975,1,1700.99,Review,Available
989,1,539.99,Price,Available
989,1,539.99,On Promotion,Available
970,1,1214.85,Price,Available
997,1,539.99,,N/A
867,1,69.99,Price,Available
822,2,713.796,,N/A
836,1,356.898,,N/A
875,1,5.394,,N/A
938,1,24.294,,N/A
973,2,2041.188,,N/A
974,1,1020.594,,N/A
976,4,4082.376,,N/A
738,2,404.664,,N/A
808,2,53.448,,N/A
809,1,37.152,,N/A
867,4,167.976,,N/A
904,1,218.454,,N/A
905,1,218.454,,N/A
909,3,70.452,,N/A
917,4,633.72,,N/A
925,1,149.874,,N/A
937,2,97.188,,N/A
945,1,54.894,,N/A
948,1,63.9,,N/A
951,2,485.988,,N/A
952,2,24.288,,N/A
809,2,74.304,,N/A
867,5,209.97,,N/A
904,1,218.454,,N/A
905,2,436.908,,N/A
917,1,158.43,,N/A
925,1,149.874,,N/A
937,1,48.594,,N/A
980,4,1846.776,,N/A
981,1,461.694,,N/A
983,1,461.694,,N/A
984,2,677.988,,N/A
985,1,338.994,,N/A
986,3,1016.982,,N/A
987,1,338.994,,N/A
989,2,647.988,,N/A
993,1,323.994,,N/A
808,5,133.62,,N/A
809,4,148.608,,N/A
867,13,517.170108,,N/A
904,7,1529.178,,N/A
905,4,873.816,,N/A
909,3,70.452,,N/A
910,6,189.504,,N/A
917,3,475.29,,N/A
920,5,792.15,,N/A
924,4,599.496,,N/A
925,2,299.748,,N/A
937,3,145.782,,N/A
944,2,316.86,,N/A
945,2,109.788,,N/A
948,5,319.5,,N/A
949,4,421.176,,N/A
951,5,1214.97,,N/A
952,3,36.432,,N/A
988,3,1016.982,,N/A
996,2,145.788,,N/A
742,1,818.7,,N/A
743,2,1619.52,,N/A
747,3,2429.28,,N/A
748,4,3274.8,,N/A
867,2,83.988,,N/A
945,1,54.894,,N/A
948,1,63.9,,N/A
952,1,12.144,,N/A
953,2,1457.82,,N/A
954,4,5721.768,,N/A
955,4,5721.768,,N/A
956,2,2860.884,,N/A
957,1,1430.442,,N/A
958,4,1781.64,,N/A
959,5,2227.05,,N/A
960,4,1781.64,,N/A
961,2,890.82,,N/A
962,2,890.82,,N/A
963,2,890.82,,N/A
964,1,445.41,,N/A
965,2,890.82,,N/A
966,2,2860.884,,N/A
967,3,4291.326,,N/A
968,2,2860.884,,N/A
969,3,4291.326,,N/A
970,3,2186.73,,N/A
971,3,2186.73,,N/A
972,3,2186.73,,N/A
978,5,2227.05,,N/A
979,5,2227.05,,N/A
996,2,145.788,,N/A
973,2,2041.188,,N/A
976,1,1020.594,,N/A
885,2,1204.692,,N/A
886,3,600.156,,N/A
889,2,1204.692,,N/A
892,1,602.346,,N/A
893,1,602.346,,N/A
895,1,200.052,,N/A
899,3,600.156,,N/A
953,1,728.91,,N/A
954,1,1430.442,,N/A
955,1,1430.442,,N/A
957,5,7152.21,,N/A
958,2,890.82,,N/A
966,2,2860.884,,N/A
967,1,1430.442,,N/A
969,3,4291.326,,N/A
970,1,728.91,,N/A
972,6,4373.46,,N/A
979,2,890.82,,N/A
874,2,10.788,,N/A
875,2,10.788,,N/A
973,3,3061.782,,N/A
976,1,1020.594,,N/A
956,1,2384.07,,N/A
953,3,2186.73,,N/A
954,1,1430.442,,N/A
965,1,445.41,,N/A
979,3,1336.23,,N/A
958,1,445.41,,N/A
874,4,21.576,,N/A
875,18,84.55095,,N/A
973,3,3061.782,,N/A
976,1,1020.594,,N/A
867,14,556.952424,,N/A
904,5,1092.27,,N/A
905,1,218.454,,N/A
917,2,316.86,,N/A
925,1,149.874,,N/A
937,1,48.594,,N/A
981,2,923.388,,N/A
982,1,461.694,,N/A
984,3,1016.982,,N/A
985,1,338.994,,N/A
986,1,338.994,,N/A
987,2,677.988,,N/A
988,1,338.994,,N/A
991,1,323.994,,N/A
992,2,647.988,,N/A
993,1,323.994,,N/A
957,1,1430.442,,N/A
961,1,445.41,,N/A
965,1,445.41,,N/A
969,1,1430.442,,N/A
885,2,1204.692,,N/A
886,1,200.052,,N/A
892,1,602.346,,N/A
893,2,1204.692,,N/A
896,5,1000.26,,N/A
899,3,600.156,,N/A
953,2,1457.82,,N/A
954,1,1430.442,,N/A
955,1,1430.442,,N/A
959,1,445.41,,N/A
961,2,890.82,,N/A
962,1,445.41,,N/A
963,4,1781.64,,N/A
965,6,2672.46,,N/A
966,1,1430.442,,N/A
967,1,1430.442,,N/A
970,2,1457.82,,N/A
979,3,1336.23,,N/A
945,1,54.894,,N/A
948,1,63.9,,N/A
952,2,24.288,,N/A
953,2,1457.82,,N/A
954,3,4291.326,,N/A
955,2,2860.884,,N/A
956,2,2860.884,,N/A
958,1,445.41,,N/A
959,3,1336.23,,N/A
960,1,445.41,,N/A
961,2,890.82,,N/A
962,3,1336.23,,N/A
963,2,890.82,,N/A
965,1,445.41,,N/A
966,1,1430.442,,N/A
967,1,1430.442,,N/A
968,4,5721.768,,N/A
969,1,1430.442,,N/A
970,2,1457.82,,N/A
978,1,445.41,,N/A
939,2,74.508,,N/A
945,2,109.788,,N/A
948,4,255.6,,N/A
951,5,1214.97,,N/A
952,4,48.576,,N/A
953,2,1457.82,,N/A
954,3,4291.326,,N/A
955,2,2860.884,,N/A
956,5,7152.21,,N/A
957,5,7152.21,,N/A
958,1,445.41,,N/A
960,1,445.41,,N/A
961,1,445.41,,N/A
962,1,445.41,,N/A
963,4,1781.64,,N/A
964,4,1781.64,,N/A
965,3,1336.23,,N/A
966,3,4291.326,,N/A
967,2,2860.884,,N/A
969,2,2860.884,,N/A
970,5,3644.55,,N/A
971,5,3644.55,,N/A
972,3,2186.73,,N/A
978,2,890.82,,N/A
979,1,445.41,,N/A
996,4,291.576,,N/A
939,3,111.762,,N/A
885,2,1204.692,,N/A
893,2,1204.692,,N/A
896,2,400.104,,N/A
899,2,400.104,,N/A
900,4,800.208,,N/A
953,4,2915.64,,N/A
954,5,7152.21,,N/A
957,11,14906.159268,,N/A
958,1,445.41,,N/A
962,2,890.82,,N/A
965,1,445.41,,N/A
966,1,1430.442,,N/A
967,1,1430.442,,N/A
969,2,2860.884,,N/A
972,1,728.91,,N/A
979,1,445.41,,N/A
874,1,5.394,,N/A
875,3,16.182,,N/A
973,1,1020.594,,N/A
976,2,2041.188,,N/A
809,1,37.152,,N/A
867,2,83.988,,N/A
904,2,436.908,,N/A
905,1,218.454,,N/A
917,1,158.43,,N/A
920,2,316.86,,N/A
924,3,449.622,,N/A
925,2,299.748,,N/A
937,3,145.782,,N/A
945,1,54.894,,N/A
948,3,191.7,,N/A
952,2,24.288,,N/A
743,1,809.76,,N/A
748,2,1637.4,,N/A
867,1,69.99,Price,Available
882,1,53.99,Price,Available
983,1,769.49,Price,Available
973,1,1700.99,Review,Available
969,1,2384.07,Manufacturer,Available
874,7,37.758,,N/A
875,18,84.55095,,N/A
938,5,121.47,,N/A
939,3,111.762,,N/A
940,4,194.376,,N/A
973,2,2041.188,,N/A
976,3,3061.782,,N/A
936,1,37.254,,N/A
984,1,338.994,,N/A
975,1,1700.99,Price,Available
809,3,111.456,,N/A
810,2,144.324,,N/A
867,18,658.25595,,N/A
904,4,873.816,,N/A
905,1,218.454,,N/A
908,3,48.816,,N/A
910,5,157.92,,N/A
917,2,316.86,,N/A
918,1,158.43,,N/A
925,4,599.496,,N/A
926,3,449.622,,N/A
935,2,48.588,,N/A
936,1,37.254,,N/A
937,1,48.594,,N/A
980,2,923.388,,N/A
981,2,923.388,,N/A
982,3,1385.082,,N/A
983,4,1846.776,,N/A
989,5,1619.97,,N/A
990,1,323.994,,N/A
991,1,323.994,,N/A
993,2,647.988,,N/A
743,2,1619.52,,N/A
748,3,2456.1,,N/A
906,1,218.454,,N/A
944,2,316.86,,N/A
975,1,1700.99,Price,Available
975,1,1700.99,On Promotion,Available
940,1,48.594,,N/A
822,2,713.796,,N/A
835,4,1427.592,,N/A
836,5,1784.49,,N/A
865,10,381,,N/A
938,1,24.294,,N/A
939,1,37.254,,N/A
940,3,145.782,,N/A
973,5,5102.97,,N/A
974,2,2041.188,,N/A
976,6,6123.564,,N/A
722,3,606.996,,N/A
738,4,809.328,,N/A
951,1,242.994,,N/A
886,1,200.052,,N/A
889,1,602.346,,N/A
892,3,1807.038,,N/A
893,1,602.346,,N/A
894,2,145.752,,N/A
907,3,191.7,,N/A
916,1,31.584,,N/A
945,4,219.576,,N/A
947,2,109.884,,N/A
948,5,319.5,,N/A
951,1,242.994,,N/A
953,5,3644.55,,N/A
954,4,5721.768,,N/A
955,3,4291.326,,N/A
956,3,4291.326,,N/A
958,4,1781.64,,N/A
959,3,1336.23,,N/A
960,1,445.41,,N/A
961,1,445.41,,N/A
962,3,1336.23,,N/A
963,2,890.82,,N/A
966,5,7152.21,,N/A
967,2,2860.884,,N/A
968,3,4291.326,,N/A
969,6,8582.652,,N/A
970,3,2186.73,,N/A
971,5,3644.55,,N/A
972,3,2186.73,,N/A
978,3,1336.23,,N/A
979,4,1781.64,,N/A
994,2,64.788,,N/A
996,3,218.682,,N/A
939,1,37.254,,N/A
940,6,291.564,,N/A
810,2,144.324,,N/A
867,38,1196.829,,N/A
904,8,1747.632,,N/A
905,2,436.908,,N/A
908,2,32.544,,N/A
910,3,94.752,,N/A
917,3,475.29,,N/A
918,2,316.86,,N/A
925,5,749.37,,N/A
926,3,449.622,,N/A
935,3,72.882,,N/A
936,1,37.254,,N/A
937,2,97.188,,N/A
980,3,1385.082,,N/A
982,2,923.388,,N/A
983,2,923.388,,N/A
984,2,677.988,,N/A
985,4,1355.976,,N/A
986,4,1355.976,,N/A
987,3,1016.982,,N/A
989,4,1295.976,,N/A
990,4,1295.976,,N/A
991,6,1943.964,,N/A
992,9,2915.946,,N/A
993,7,2267.958,,N/A
743,2,1619.52,,N/A
748,1,818.7,,N/A
885,3,1807.038,,N/A
886,2,400.104,,N/A
889,2,1204.692,,N/A
892,6,3614.076,,N/A
893,3,1807.038,,N/A
895,2,400.104,,N/A
896,2,400.104,,N/A
899,2,400.104,,N/A
900,2,400.104,,N/A
916,2,63.168,,N/A
953,6,4373.46,,N/A
954,3,4291.326,,N/A
955,1,1430.442,,N/A
957,8,11443.536,,N/A
961,1,445.41,,N/A
962,2,890.82,,N/A
967,2,2860.884,,N/A
970,1,728.91,,N/A
972,3,2186.73,,N/A
979,5,2227.05,,N/A
974,1,1700.99,Price,Available
885,3,1807.038,,N/A
886,1,200.052,,N/A
889,4,2409.384,,N/A
891,1,602.346,,N/A
892,4,2409.384,,N/A
895,5,1000.26,,N/A
896,2,400.104,,N/A
899,1,200.052,,N/A
900,3,600.156,,N/A
916,2,63.168,,N/A
953,4,2915.64,,N/A
954,2,2860.884,,N/A
955,5,7152.21,,N/A
957,3,4291.326,,N/A
958,2,890.82,,N/A
962,2,890.82,,N/A
965,3,1336.23,,N/A
969,9,12873.978,,N/A
970,1,728.91,,N/A
972,8,5831.28,,N/A
979,2,890.82,,N/A
879,1,159,Price,Available
867,6,251.964,,N/A
997,1,539.99,Price,Available
973,1,1700.99,Review,Available
976,1,1700.99,Price,Available
955,1,2384.07,Price,Available
955,1,2384.07,On Promotion,Available
983,1,769.49,,N/A
969,1,2384.07,Price,Available
983,1,769.49,Price,Available
956,1,2384.07,,N/A
809,2,74.304,,N/A
810,1,72.162,,N/A
867,18,658.25595,,N/A
905,2,436.908,,N/A
908,3,48.816,,N/A
910,2,63.168,,N/A
917,1,158.43,,N/A
918,2,316.86,,N/A
925,1,149.874,,N/A
926,2,299.748,,N/A
936,2,74.508,,N/A
981,3,1385.082,,N/A
983,2,923.388,,N/A
984,3,203.3964,,N/A
985,1,67.7988,,N/A
986,2,135.5976,,N/A
987,2,135.5976,,N/A
989,3,971.982,,N/A
990,3,971.982,,N/A
991,6,1943.964,,N/A
992,1,323.994,,N/A
993,1,323.994,,N/A
836,1,356.898,,N/A
913,3,94.752,,N/A
865,3,114.3,,N/A
885,4,2409.384,,N/A
889,1,602.346,,N/A
892,2,1204.692,,N/A
894,1,72.876,,N/A
907,2,127.8,,N/A
916,1,31.584,,N/A
945,1,54.894,,N/A
949,2,210.588,,N/A
951,1,242.994,,N/A
952,2,24.288,,N/A
953,1,728.91,,N/A
954,1,1430.442,,N/A
955,2,2860.884,,N/A
956,1,1430.442,,N/A
957,2,2860.884,,N/A
958,1,445.41,,N/A
961,1,445.41,,N/A
962,4,1781.64,,N/A
964,1,445.41,,N/A
965,2,890.82,,N/A
966,1,1430.442,,N/A
967,3,4291.326,,N/A
968,1,1430.442,,N/A
969,1,1430.442,,N/A
970,2,1457.82,,N/A
971,2,1457.82,,N/A
978,3,1336.23,,N/A
994,4,129.576,,N/A
867,6,251.964,,N/A
981,1,461.694,,N/A
885,3,1807.038,,N/A
886,3,600.156,,N/A
887,1,602.346,,N/A
890,1,602.346,,N/A
892,2,1204.692,,N/A
893,1,602.346,,N/A
895,3,600.156,,N/A
896,3,600.156,,N/A
899,2,400.104,,N/A
900,1,200.052,,N/A
947,1,54.942,,N/A
953,7,5102.37,,N/A
954,9,12873.978,,N/A
955,1,1430.442,,N/A
957,8,11443.536,,N/A
958,2,890.82,,N/A
959,1,445.41,,N/A
961,6,2672.46,,N/A
963,1,445.41,,N/A
966,4,5721.768,,N/A
970,2,1457.82,,N/A
972,2,1457.82,,N/A
808,5,133.62,,N/A
809,6,222.912,,N/A
867,11,437.605476,,N/A
894,4,291.504,,N/A
904,7,1529.178,,N/A
905,5,1092.27,,N/A
908,2,32.544,,N/A
909,7,164.388,,N/A
910,2,63.168,,N/A
917,4,633.72,,N/A
918,3,475.29,,N/A
920,4,633.72,,N/A
924,3,449.622,,N/A
925,5,749.37,,N/A
926,2,299.748,,N/A
935,4,97.176,,N/A
936,3,111.762,,N/A
937,10,485.94,,N/A
944,3,475.29,,N/A
945,5,274.47,,N/A
948,8,511.2,,N/A
949,4,421.176,,N/A
951,9,2186.946,,N/A
981,2,923.388,,N/A
985,3,203.3964,,N/A
986,1,67.7988,,N/A
987,2,135.5976,,N/A
988,3,203.3964,,N/A
992,2,647.988,,N/A
994,5,161.97,,N/A
739,2,1637.4,,N/A
996,5,364.47,,N/A
742,2,1637.4,,N/A
743,6,4858.56,,N/A
747,2,1619.52,,N/A
748,2,1637.4,,N/A
885,4,2409.384,,N/A
886,1,200.052,,N/A
889,6,3614.076,,N/A
891,3,1807.038,,N/A
892,2,1204.692,,N/A
895,3,600.156,,N/A
899,1,200.052,,N/A
916,2,63.168,,N/A
953,4,2915.64,,N/A
954,3,4291.326,,N/A
958,5,2227.05,,N/A
959,1,445.41,,N/A
962,2,890.82,,N/A
963,3,1336.23,,N/A
965,2,890.82,,N/A
970,1,728.91,,N/A
972,3,2186.73,,N/A
981,1,461.694,,N/A
984,1,67.7988,,N/A
792,2,2932.02,,N/A
796,1,1466.01,,N/A
800,5,3361.47,,N/A
813,3,216.486,,N/A
822,1,356.898,,N/A
836,1,356.898,,N/A
874,8,43.152,,N/A
938,4,97.176,,N/A
939,1,37.254,,N/A
973,3,3061.782,,N/A
974,1,1020.594,,N/A
975,3,3061.782,,N/A
976,1,1020.594,,N/A
738,2,404.664,,N/A
997,1,323.994,,N/A
808,5,133.62,,N/A
809,2,74.304,,N/A
865,5,190.5,,N/A
867,4,167.976,,N/A
894,4,291.504,,N/A
904,2,436.908,,N/A
905,2,436.908,,N/A
908,4,65.088,,N/A
909,5,117.42,,N/A
910,3,94.752,,N/A
917,4,633.72,,N/A
918,5,792.15,,N/A
920,3,475.29,,N/A
924,4,599.496,,N/A
925,6,899.244,,N/A
926,3,449.622,,N/A
935,3,72.882,,N/A
936,2,74.508,,N/A
937,4,194.376,,N/A
944,5,792.15,,N/A
945,8,439.152,,N/A
948,2,127.8,,N/A
949,2,210.588,,N/A
951,1,242.994,,N/A
952,5,60.72,,N/A
984,2,135.5976,,N/A
985,4,271.1952,,N/A
986,1,67.7988,,N/A
988,2,135.5976,,N/A
992,2,647.988,,N/A
994,4,129.576,,N/A
739,2,1637.4,,N/A
996,6,437.364,,N/A
742,5,4093.5,,N/A
743,5,4048.8,,N/A
747,4,3239.04,,N/A
748,6,4912.2,,N/A
935,1,24.294,,N/A
981,3,1385.082,,N/A
986,1,67.7988,,N/A
867,9,377.946,,N/A
879,1,159,Price,Available
909,2,46.968,,N/A
944,1,158.43,,N/A
985,3,203.3964,,N/A
987,3,203.3964,,N/A
992,2,647.988,,N/A
963,1,445.41,,N/A
879,1,159,Price,Available
808,5,133.62,,N/A
809,3,111.456,,N/A
810,2,144.324,,N/A
867,6,251.964,,N/A
904,8,1747.632,,N/A
905,2,436.908,,N/A
906,3,655.362,,N/A
908,2,32.544,,N/A
910,3,94.752,,N/A
917,2,316.86,,N/A
918,3,475.29,,N/A
925,1,149.874,,N/A
926,3,449.622,,N/A
944,1,158.43,,N/A
980,7,3231.858,,N/A
981,10,4616.94,,N/A
982,4,1846.776,,N/A
983,5,2308.47,,N/A
984,10,677.988,,N/A
985,7,474.5916,,N/A
986,10,677.988,,N/A
987,10,677.988,,N/A
988,2,135.5976,,N/A
989,5,1619.97,,N/A
990,6,1943.964,,N/A
991,3,971.982,,N/A
992,6,1943.964,,N/A
993,6,1943.964,,N/A
743,4,3239.04,,N/A
748,4,3274.8,,N/A
865,8,304.8,,N/A
885,3,1807.038,,N/A
886,1,200.052,,N/A
889,6,3614.076,,N/A
893,1,602.346,,N/A
895,2,400.104,,N/A
896,1,200.052,,N/A
916,2,63.168,,N/A
953,1,728.91,,N/A
954,3,4291.326,,N/A
955,6,8582.652,,N/A
957,3,4291.326,,N/A
958,1,445.41,,N/A
959,1,445.41,,N/A
961,7,3117.87,,N/A
962,4,1781.64,,N/A
963,3,1336.23,,N/A
965,1,445.41,,N/A
966,8,11443.536,,N/A
967,1,1430.442,,N/A
969,3,4291.326,,N/A
970,1,728.91,,N/A
972,3,2186.73,,N/A
979,2,890.82,,N/A
938,3,72.882,,N/A
973,1,1020.594,,N/A
976,4,4082.376,,N/A
792,7,10262.07,,N/A
796,5,7330.05,,N/A
800,9,6050.646,,N/A
835,2,713.796,,N/A
865,7,266.7,,N/A
874,5,26.97,,N/A
875,7,37.758,,N/A
938,6,145.764,,N/A
939,4,149.016,,N/A
940,3,145.782,,N/A
973,7,7144.158,,N/A
974,10,10205.94,,N/A
975,4,4082.376,,N/A
976,9,9185.346,,N/A
738,6,1213.992,,N/A
997,6,1943.964,,N/A
867,6,251.964,,N/A
982,1,461.694,,N/A
954,1,2384.07,,N/A
975,1,1700.99,Review,Available
993,1,539.99,Price,Available
956,1,2384.07,Manufacturer,Available
874,1,8.99,Price,Available
838,3,2576.7,,N/A
875,4,21.576,,N/A
717,2,1717.8,,N/A
718,2,1717.8,,N/A
976,1,1020.594,,N/A
874,3,16.182,,N/A
875,13,66.428908,,N/A
938,1,24.294,,N/A
973,3,3061.782,,N/A
976,2,2041.188,,N/A
713,1,49.99,Price,Available
809,1,37.152,,N/A
810,7,505.134,,N/A
865,8,304.8,,N/A
867,7,293.958,,N/A
904,3,655.362,,N/A
905,1,218.454,,N/A
908,3,48.816,,N/A
910,1,31.584,,N/A
917,1,158.43,,N/A
918,1,158.43,,N/A
925,2,299.748,,N/A
926,2,299.748,,N/A
935,4,97.176,,N/A
936,2,74.508,,N/A
937,1,48.594,,N/A
980,1,461.694,,N/A
981,2,923.388,,N/A
982,2,923.388,,N/A
984,2,135.5976,,N/A
985,1,67.7988,,N/A
987,4,271.1952,,N/A
989,1,323.994,,N/A
991,1,323.994,,N/A
