SalesOrderID,CustomerID,OrderDate,city_name,country_name,TotalDue,purchase_method
63143,115,2004-02-01 00:00:00 UTC,Sparks,United States,116.4959,Offline
63308,25254,2004-02-01 00:00:00 UTC,Burien,United States,57.4158,Online
63341,12452,2004-02-01 00:00:00 UTC,Spokane,United States,2604.7944,Online
63268,541,2004-02-01 00:00:00 UTC,Great Falls,United States,4787.4824,Offline
63133,605,2004-02-01 00:00:00 UTC,Spokane,United States,43208.7993,Offline
63336,19738,2004-02-01 00:00:00 UTC,Bellingham,United States,668.4808,Online
63340,12448,2004-02-01 00:00:00 UTC,Lebanon,United States,2582.6834,Online
63198,2,2004-02-01 00:00:00 UTC,Renton,United States,4053.9506,Offline
63148,361,2004-02-01 00:00:00 UTC,Sequim,United States,29276.2905,Offline
63156,199,2004-02-01 00:00:00 UTC,Renton,United States,31984.5024,Offline
63338,15419,2004-02-01 00:00:00 UTC,Corvallis,United States,2563.589,Online
63196,56,2004-02-01 00:00:00 UTC,Portland,United States,2212.5398,Offline
63131,697,2004-02-01 00:00:00 UTC,Tooele,United States,115272.9517,Offline
63247,693,2004-02-01 00:00:00 UTC,Hillsboro,United States,35938.3111,Offline
63249,343,2004-02-01 00:00:00 UTC,Ellensburg,United States,31245.463,Offline
63273,596,2004-02-01 00:00:00 UTC,Everett,United States,100.5407,Offline
63354,23334,2004-02-01 00:00:00 UTC,Marysville,United States,612.1369,Online
63329,11137,2004-02-01 00:00:00 UTC,Spokane,United States,216.9005,Online
63356,20660,2004-02-01 00:00:00 UTC,Puyallup,United States,1303.8669,Online
63351,25888,2004-02-01 00:00:00 UTC,Tacoma,United States,1379.9572,Online
63357,17677,2004-02-01 00:00:00 UTC,Beaverton,United States,1918.2579,Online
63157,650,2004-02-01 00:00:00 UTC,Reno,United States,64242.2243,Offline
63287,669,2004-02-01 00:00:00 UTC,Federal Way,United States,1264.8258,Offline
63289,401,2004-02-01 00:00:00 UTC,Las Vegas,United States,9179.7405,Offline
63337,15994,2004-02-01 00:00:00 UTC,Burien,United States,672.9008,Online
63314,15945,2004-02-01 00:00:00 UTC,Puyallup,United States,8.0444,Online
63333,13334,2004-02-01 00:00:00 UTC,Beaverton,United States,79.5048,Online
63278,181,2004-02-01 00:00:00 UTC,Clackamas,United States,2147.762,Offline
63159,307,2004-02-01 00:00:00 UTC,Puyallup,United States,3903.1396,Offline
63202,43,2004-02-01 00:00:00 UTC,Salt Lake City,United States,28137.4953,Offline
63276,559,2004-02-01 00:00:00 UTC,Cheyenne,United States,50.2703,Offline
63265,645,2004-02-01 00:00:00 UTC,Beaverton,United States,612.2062,Offline
63149,236,2004-02-01 00:00:00 UTC,Seattle,United States,67579.4717,Offline
63318,14111,2004-02-01 00:00:00 UTC,Oregon City,United States,85.0519,Online
63224,433,2004-02-01 00:00:00 UTC,Lacey,United States,108303.5137,Offline
63158,289,2004-02-01 00:00:00 UTC,Renton,United States,4003.6803,Offline
63142,217,2004-02-01 00:00:00 UTC,Shelton,United States,50.632,Offline
63838,28060,2004-02-09 00:00:00 UTC,Salem,United States,44.1779,Online
63871,29223,2004-02-09 00:00:00 UTC,Bremerton,United States,858.9607,Online
63837,11280,2004-02-09 00:00:00 UTC,Lynnwood,United States,2.5305,Online
63873,20703,2004-02-09 00:00:00 UTC,Portland,United States,1918.2579,Online
63848,14635,2004-02-09 00:00:00 UTC,Woodburn,United States,41.1171,Online
63861,19740,2004-02-09 00:00:00 UTC,Bremerton,United States,651.9058,Online
63859,12445,2004-02-09 00:00:00 UTC,Oregon City,United States,24.2879,Online
63840,26720,2004-02-09 00:00:00 UTC,Seattle,United States,76.2119,Online
63858,11770,2004-02-09 00:00:00 UTC,Ballard,United States,46.7194,Online
63850,14001,2004-02-09 00:00:00 UTC,Beaverton,United States,118.1908,Online
64332,15744,2004-02-17 00:00:00 UTC,Edmonds,United States,14.2987,Online
64318,26332,2004-02-17 00:00:00 UTC,Lebanon,United States,54.6754,Online
64365,25886,2004-02-17 00:00:00 UTC,Marysville,United States,1407.0186,Online
64320,23710,2004-02-17 00:00:00 UTC,Bremerton,United States,33.139,Online
64330,15513,2004-02-17 00:00:00 UTC,Renton,United States,44.1779,Online
64371,23073,2004-02-17 00:00:00 UTC,Puyallup,United States,596.689,Online
64323,23031,2004-02-17 00:00:00 UTC,Sedro Woolley,United States,77.3169,Online
64322,23246,2004-02-17 00:00:00 UTC,Ballard,United States,35.6694,Online
64354,15380,2004-02-17 00:00:00 UTC,Kirkland,United States,2610.3084,Online
64353,15320,2004-02-17 00:00:00 UTC,Redmond,United States,2618.8169,Online
64327,18688,2004-02-17 00:00:00 UTC,Port Orchard,United States,87.2729,Online
64349,12022,2004-02-17 00:00:00 UTC,Woodburn,United States,41.2055,Online
65350,18402,2004-03-01 00:00:00 UTC,Ballard,United States,5.514,Online
65175,644,2004-03-01 00:00:00 UTC,Springfield,United States,26044.3275,Offline
65347,24642,2004-03-01 00:00:00 UTC,W. Linn,United States,42.9624,Online
65159,272,2004-03-01 00:00:00 UTC,Tacoma,United States,18022.232,Offline
65263,542,2004-03-01 00:00:00 UTC,Kirkland,United States,56379.2397,Offline
65200,254,2004-03-01 00:00:00 UTC,Bellevue,United States,62891.7763,Offline
65270,20,2004-03-01 00:00:00 UTC,Kent,United States,2077.2456,Offline
65199,621,2004-03-01 00:00:00 UTC,Bellingham,United States,69740.7377,Offline
65354,16217,2004-03-01 00:00:00 UTC,Woodburn,United States,138.114,Online
65211,604,2004-03-01 00:00:00 UTC,Clackamas,United States,6637.6192,Offline
65357,13740,2004-03-01 00:00:00 UTC,Walla Walla,United States,62.9519,Online
65255,163,2004-03-01 00:00:00 UTC,Klamath Falls,United States,41666.0971,Offline
65373,16007,2004-03-01 00:00:00 UTC,Bremerton,United States,2574.639,Online
65170,692,2004-03-01 00:00:00 UTC,Tigard,United States,7203.1319,Offline
65385,26642,2004-03-01 00:00:00 UTC,W. Linn,United States,2673.0613,Online
65316,470,2004-03-01 00:00:00 UTC,Kennewick,United States,251.3516,Offline
65345,26244,2004-03-01 00:00:00 UTC,Spokane,United States,54.6754,Online
65296,595,2004-03-01 00:00:00 UTC,Albany,United States,7158.8248,Offline
65179,601,2004-03-01 00:00:00 UTC,Sandy,United States,590.6137,Offline
65256,438,2004-03-01 00:00:00 UTC,Las Vegas,United States,6408.7069,Offline
65312,109,2004-03-01 00:00:00 UTC,Issaquah,United States,63995.325,Offline
65343,27457,2004-03-01 00:00:00 UTC,Oregon City,United States,64.6094,Online
65203,38,2004-03-01 00:00:00 UTC,Billings,United States,4974.7595,Offline
65252,672,2004-03-01 00:00:00 UTC,Ogden,United States,28058.3161,Offline
65268,55,2004-03-01 00:00:00 UTC,Medford,United States,38884.4521,Offline
65372,15737,2004-03-01 00:00:00 UTC,Lynnwood,United States,2579.3352,Online
65230,379,2004-03-01 00:00:00 UTC,Portland,United States,101.542,Offline
65234,182,2004-03-01 00:00:00 UTC,Milwaukie,United States,69971.8386,Offline
65212,128,2004-03-01 00:00:00 UTC,Wenatchee,United States,152.313,Offline
65278,308,2004-03-01 00:00:00 UTC,Everett,United States,50768.464,Offline
65322,235,2004-03-01 00:00:00 UTC,Lynnwood,United States,8016.7552,Offline
65225,37,2004-03-01 00:00:00 UTC,Puyallup,United States,891.4618,Offline
65346,24416,2004-03-01 00:00:00 UTC,Salem,United States,106.1574,Online
65258,293,2004-03-01 00:00:00 UTC,Park City,United States,6890.794,Offline
65849,13055,2004-03-09 00:00:00 UTC,Lebanon,United States,997.2183,Online
65829,16975,2004-03-09 00:00:00 UTC,Salem,United States,75.1069,Online
65868,18098,2004-03-09 00:00:00 UTC,W. Linn,United States,1939.2529,Online
65825,25871,2004-03-09 00:00:00 UTC,Issaquah,United States,71.7919,Online
65820,25353,2004-03-09 00:00:00 UTC,Seattle,United States,30.1444,Online
65843,11225,2004-03-09 00:00:00 UTC,Renton,United States,78.4108,Online
65851,12784,2004-03-09 00:00:00 UTC,Salem,United States,2659.6798,Online
65852,15999,2004-03-09 00:00:00 UTC,Port Orchard,United States,2602.2529,Online
65864,21150,2004-03-09 00:00:00 UTC,Sedro Woolley,United States,1293.3804,Online
66329,28291,2004-03-17 00:00:00 UTC,Bremerton,United States,44.1779,Online
66362,26609,2004-03-17 00:00:00 UTC,Beaverton,United States,2694.0563,Online
66342,17044,2004-03-17 00:00:00 UTC,Renton,United States,44.1779,Online
66334,24507,2004-03-17 00:00:00 UTC,Edmonds,United States,36.023,Online
66353,15842,2004-03-17 00:00:00 UTC,Spokane,United States,2618.8169,Online
66356,15976,2004-03-17 00:00:00 UTC,Bremerton,United States,2624.3529,Online
66336,22037,2004-03-17 00:00:00 UTC,Seattle,United States,49.9681,Online
66340,20102,2004-03-17 00:00:00 UTC,Renton,United States,44.1779,Online
67315,668,2004-04-01 00:00:00 UTC,Kelso,United States,9599.3812,Offline
67337,325,2004-04-01 00:00:00 UTC,Bothell,United States,351.8923,Offline
67269,560,2004-04-01 00:00:00 UTC,Rock Springs,United States,500.2771,Offline
67401,21482,2004-04-01 00:00:00 UTC,Lake Oswego,United States,1248.0754,Online
67406,18233,2004-04-01 00:00:00 UTC,Olympia,United States,1914.1473,Online
67297,506,2004-04-01 00:00:00 UTC,Casper,United States,125144.0084,Offline
67335,673,2004-04-01 00:00:00 UTC,Bountiful,United States,2555.4378,Offline
67388,16105,2004-04-01 00:00:00 UTC,Beaverton,United States,2609.9548,Online
67405,18227,2004-04-01 00:00:00 UTC,Lynnwood,United States,1911.6169,Online
67334,344,2004-04-01 00:00:00 UTC,Everett,United States,66.2255,Offline
67294,290,2004-04-01 00:00:00 UTC,Bellingham,United States,73201.2993,Offline
67310,578,2004-04-01 00:00:00 UTC,Puyallup,United States,331.1603,Offline
67360,26045,2004-04-01 00:00:00 UTC,Milwaukie,United States,30.1444,Online
67322,110,2004-04-01 00:00:00 UTC,Idaho Falls,United States,83977.0809,Offline
67399,21357,2004-04-01 00:00:00 UTC,Everett,United States,1332.0444,Online
67309,253,2004-04-01 00:00:00 UTC,Puyallup,United States,4831.9425,Offline
67266,146,2004-04-01 00:00:00 UTC,Seattle,United States,94840.7365,Offline
67346,451,2004-04-01 00:00:00 UTC,Medford,United States,55250.0049,Offline
67402,18551,2004-04-01 00:00:00 UTC,Everett,United States,1889.5279,Online
67321,505,2004-04-01 00:00:00 UTC,Kelso,United States,67127.5336,Offline
67372,14509,2004-04-01 00:00:00 UTC,Beaverton,United States,181.209,Online
67300,380,2004-04-01 00:00:00 UTC,Cheyenne,United States,301.6219,Offline
67386,13086,2004-04-01 00:00:00 UTC,Lynnwood,United States,2610.3084,Online
67396,23370,2004-04-01 00:00:00 UTC,Issaquah,United States,622.9659,Online
67379,11791,2004-04-01 00:00:00 UTC,Spokane,United States,38.675,Online
67265,398,2004-04-01 00:00:00 UTC,Sandpoint,United States,1829.3204,Offline
67373,14393,2004-04-01 00:00:00 UTC,Corvallis,United States,35.3269,Online
67925,18661,2004-04-09 00:00:00 UTC,Sedro Woolley,United States,5.514,Online
67955,18234,2004-04-09 00:00:00 UTC,Sedro Woolley,United States,1939.2529,Online
67951,21584,2004-04-09 00:00:00 UTC,Everett,United States,1276.8054,Online
67949,23478,2004-04-09 00:00:00 UTC,Puyallup,United States,650.8008,Online
67921,20342,2004-04-09 00:00:00 UTC,Bremerton,United States,87.2729,Online
67927,15911,2004-04-09 00:00:00 UTC,Bremerton,United States,29.8019,Online
67953,18414,2004-04-09 00:00:00 UTC,Beaverton,United States,1945.3194,Online
67919,23001,2004-04-09 00:00:00 UTC,Beaverton,United States,41.1834,Online
67946,27295,2004-04-09 00:00:00 UTC,Lynnwood,United States,2644.3313,Online
68443,15189,2004-04-17 00:00:00 UTC,Puyallup,United States,850.2865,Online
68453,27440,2004-04-17 00:00:00 UTC,Olympia,United States,2649.8453,Online
68413,11012,2004-04-17 00:00:00 UTC,Bremerton,United States,6.9394,Online
68412,13169,2004-04-17 00:00:00 UTC,Milwaukie,United States,132.6,Online
68427,13699,2004-04-17 00:00:00 UTC,Milwaukie,United States,83.9469,Online
68426,20081,2004-04-17 00:00:00 UTC,Burien,United States,65.1729,Online
68442,15188,2004-04-17 00:00:00 UTC,Marysville,United States,937.5594,Online
68452,24800,2004-04-17 00:00:00 UTC,Bellingham,United States,2673.0613,Online
68459,19204,2004-04-17 00:00:00 UTC,Oregon City,United States,596.689,Online
68460,21388,2004-04-17 00:00:00 UTC,Oregon City,United States,1303.3144,Online
68414,28861,2004-04-17 00:00:00 UTC,Redmond,United States,32.0229,Online
68417,26450,2004-04-17 00:00:00 UTC,Salem,United States,33.6804,Online
68419,27456,2004-04-17 00:00:00 UTC,Marysville,United States,64.6094,Online
68444,16144,2004-04-17 00:00:00 UTC,Kirkland,United States,2626.5408,Online
69413,43,2004-05-01 00:00:00 UTC,Salt Lake City,United States,35548.7125,Offline
69602,17527,2004-05-01 00:00:00 UTC,Portland,United States,14.2987,Online
69524,669,2004-05-01 00:00:00 UTC,Federal Way,United States,2559.453,Offline
69605,13888,2004-05-01 00:00:00 UTC,Everett,United States,24.2879,Online
69591,26063,2004-05-01 00:00:00 UTC,Bellingham,United States,33.1279,Online
69406,361,2004-05-01 00:00:00 UTC,Sequim,United States,43853.7847,Offline
69552,401,2004-05-01 00:00:00 UTC,Las Vegas,United States,6586.001,Offline
69484,217,2004-05-01 00:00:00 UTC,Shelton,United States,2588.9113,Offline
69521,693,2004-05-01 00:00:00 UTC,Hillsboro,United States,68180.5768,Offline
69408,236,2004-05-01 00:00:00 UTC,Seattle,United States,68081.8595,Offline
69592,25424,2004-05-01 00:00:00 UTC,Bellingham,United States,79.0959,Online
69421,199,2004-05-01 00:00:00 UTC,Renton,United States,35000.113,Offline
69593,24949,2004-05-01 00:00:00 UTC,Kirkland,United States,36.023,Online
69407,115,2004-05-01 00:00:00 UTC,Sparks,United States,881.9099,Offline
69525,343,2004-05-01 00:00:00 UTC,Ellensburg,United States,43067.161,Offline
69422,650,2004-05-01 00:00:00 UTC,Reno,United States,93959.6233,Offline
69529,596,2004-05-01 00:00:00 UTC,Everett,United States,2139.431,Offline
69488,2,2004-05-01 00:00:00 UTC,Renton,United States,908.3199,Offline
69596,22773,2004-05-01 00:00:00 UTC,Bellingham,United States,238.6358,Online
69615,13272,2004-05-01 00:00:00 UTC,Oregon City,United States,90.0133,Online
69500,541,2004-05-01 00:00:00 UTC,Great Falls,United States,2792.557,Offline
69530,181,2004-05-01 00:00:00 UTC,Clackamas,United States,590.6137,Offline
69420,289,2004-05-01 00:00:00 UTC,Renton,United States,2026.9753,Offline
69594,26043,2004-05-01 00:00:00 UTC,Bremerton,United States,211.3534,Online
69618,17439,2004-05-01 00:00:00 UTC,Redmond,United States,2587.8769,Online
69471,697,2004-05-01 00:00:00 UTC,Tooele,United States,131279.032,Offline
69475,605,2004-05-01 00:00:00 UTC,Spokane,United States,75336.1371,Offline
69604,14625,2004-05-01 00:00:00 UTC,Marysville,United States,8.0444,Online
69585,29039,2004-05-01 00:00:00 UTC,Spokane,United States,5.514,Online
69614,11219,2004-05-01 00:00:00 UTC,Woodburn,United States,41.2055,Online
69487,56,2004-05-01 00:00:00 UTC,Portland,United States,6865.8642,Offline
69508,433,2004-05-01 00:00:00 UTC,Lacey,United States,140734.4875,Offline
69586,28576,2004-05-01 00:00:00 UTC,Everett,United States,44.1779,Online
69423,307,2004-05-01 00:00:00 UTC,Puyallup,United States,351.8923,Offline
69458,645,2004-05-01 00:00:00 UTC,Beaverton,United States,612.2062,Offline
70218,12418,2004-05-09 00:00:00 UTC,Corvallis,United States,2642.5523,Online
70232,27568,2004-05-09 00:00:00 UTC,Milwaukie,United States,2673.0613,Online
70205,11728,2004-05-09 00:00:00 UTC,Woodburn,United States,82.8529,Online
70241,18800,2004-05-09 00:00:00 UTC,Lake Oswego,United States,1939.2529,Online
70220,17136,2004-05-09 00:00:00 UTC,Beaverton,United States,2538.4944,Online
70179,22326,2004-05-09 00:00:00 UTC,Renton,United States,44.4542,Online
70210,16142,2004-05-09 00:00:00 UTC,Tacoma,United States,623.1758,Online
70214,17535,2004-05-09 00:00:00 UTC,Bellingham,United States,2658.0444,Online
70195,13655,2004-05-09 00:00:00 UTC,Bellingham,United States,24.2879,Online
70177,23152,2004-05-09 00:00:00 UTC,Salem,United States,41.1834,Online
70240,21606,2004-05-09 00:00:00 UTC,Edmonds,United States,1276.8054,Online
70217,13248,2004-05-09 00:00:00 UTC,Edmonds,United States,2552.5169,Online
70233,28064,2004-05-09 00:00:00 UTC,Beaverton,United States,2634.3974,Online
70187,18994,2004-05-09 00:00:00 UTC,Issaquah,United States,136.9979,Online
70189,16650,2004-05-09 00:00:00 UTC,Oregon City,United States,5.514,Online
70184,18408,2004-05-09 00:00:00 UTC,Burien,United States,14.2987,Online
70809,23857,2004-05-17 00:00:00 UTC,Lebanon,United States,663.5083,Online
70778,20493,2004-05-17 00:00:00 UTC,Milwaukie,United States,26.4869,Online
70768,11883,2004-05-17 00:00:00 UTC,Burien,United States,38.664,Online
70776,21763,2004-05-17 00:00:00 UTC,Redmond,United States,55.2169,Online
70816,21598,2004-05-17 00:00:00 UTC,Yakima,United States,1238.1415,Online
70815,21410,2004-05-17 00:00:00 UTC,Edmonds,United States,1276.8054,Online
70780,13922,2004-05-17 00:00:00 UTC,Salem,United States,62.9519,Online
71791,644,2004-06-01 00:00:00 UTC,Springfield,United States,26692.8502,Offline
71935,438,2004-06-01 00:00:00 UTC,Las Vegas,United States,7330.8972,Offline
71970,15550,2004-06-01 00:00:00 UTC,Bremerton,United States,5.514,Online
71986,20749,2004-06-01 00:00:00 UTC,Sedro Woolley,United States,690.5919,Online
71886,109,2004-06-01 00:00:00 UTC,Issaquah,United States,39277.3291,Offline
71833,182,2004-06-01 00:00:00 UTC,Milwaukie,United States,70377.5359,Offline
71962,11679,2004-06-01 00:00:00 UTC,Puyallup,United States,59.659,Online
71812,293,2004-06-01 00:00:00 UTC,Park City,United States,35146.0424,Offline
71941,235,2004-06-01 00:00:00 UTC,Lynnwood,United States,4110.284,Offline
71982,18527,2004-06-01 00:00:00 UTC,Tacoma,United States,2563.589,Online
71861,37,2004-06-01 00:00:00 UTC,Puyallup,United States,2430.3218,Offline
71818,672,2004-06-01 00:00:00 UTC,Ogden,United States,61356.3132,Offline
71925,604,2004-06-01 00:00:00 UTC,Clackamas,United States,7182.382,Offline
71775,595,2004-06-01 00:00:00 UTC,Albany,United States,2313.1346,Offline
71919,38,2004-06-01 00:00:00 UTC,Billings,United States,3077.9935,Offline
71972,16099,2004-06-01 00:00:00 UTC,Seattle,United States,99.4169,Online
71932,20,2004-06-01 00:00:00 UTC,Kent,United States,726.3209,Offline
71954,11856,2004-06-01 00:00:00 UTC,Corvallis,United States,65.1729,Online
71862,379,2004-06-01 00:00:00 UTC,Portland,United States,1622.6193,Offline
71835,621,2004-06-01 00:00:00 UTC,Bellingham,United States,71605.9221,Offline
71977,13441,2004-06-01 00:00:00 UTC,Bellingham,United States,51.3494,Online
71777,128,2004-06-01 00:00:00 UTC,Wenatchee,United States,1267.8193,Offline
71980,18840,2004-06-01 00:00:00 UTC,Puyallup,United States,2535.964,Online
71943,55,2004-06-01 00:00:00 UTC,Medford,United States,47379.2845,Offline
71981,18592,2004-06-01 00:00:00 UTC,Milwaukie,United States,2535.964,Online
71966,23477,2004-06-01 00:00:00 UTC,Marysville,United States,77.3169,Online
71893,163,2004-06-01 00:00:00 UTC,Klamath Falls,United States,55229.0696,Offline
71785,272,2004-06-01 00:00:00 UTC,Tacoma,United States,39805.1214,Offline
71790,692,2004-06-01 00:00:00 UTC,Tigard,United States,5306.4803,Offline
71968,22011,2004-06-01 00:00:00 UTC,Redmond,United States,76.2119,Online
71880,542,2004-06-01 00:00:00 UTC,Kirkland,United States,42789.8481,Offline
71836,254,2004-06-01 00:00:00 UTC,Bellevue,United States,90216.8523,Offline
71904,308,2004-06-01 00:00:00 UTC,Everett,United States,77001.3358,Offline
71856,601,2004-06-01 00:00:00 UTC,Sandy,United States,665.4251,Offline
72563,26298,2004-06-09 00:00:00 UTC,Marysville,United States,1402.0682,Online
72568,24388,2004-06-09 00:00:00 UTC,Lynnwood,United States,650.8008,Online
72522,28760,2004-06-09 00:00:00 UTC,Corvallis,United States,32.0229,Online
72545,16229,2004-06-09 00:00:00 UTC,Ballard,United States,632.3473,Online
72524,26243,2004-06-09 00:00:00 UTC,Lake Oswego,United States,30.1444,Online
72528,24260,2004-06-09 00:00:00 UTC,Sedro Woolley,United States,49.6919,Online
72530,20521,2004-06-09 00:00:00 UTC,Bremerton,United States,27.8681,Online
72553,18435,2004-06-09 00:00:00 UTC,Walla Walla,United States,2626.5408,Online
72570,23895,2004-06-09 00:00:00 UTC,Corvallis,United States,596.689,Online
72544,11726,2004-06-09 00:00:00 UTC,Burien,United States,177.3083,Online
72531,16858,2004-06-09 00:00:00 UTC,Everett,United States,5.514,Online
72548,15422,2004-06-09 00:00:00 UTC,W. Linn,United States,940.2998,Online
73121,27635,2004-06-17 00:00:00 UTC,Burien,United States,103.2733,Online
73133,20356,2004-06-17 00:00:00 UTC,Beaverton,United States,87.2729,Online
73152,13730,2004-06-17 00:00:00 UTC,Bellingham,United States,2640.3533,Online
73156,18515,2004-06-17 00:00:00 UTC,Milwaukie,United States,2648.6187,Online
73169,24400,2004-06-17 00:00:00 UTC,Tacoma,United States,672.9008,Online
73139,15818,2004-06-17 00:00:00 UTC,Bellingham,United States,5.514,Online
73171,24311,2004-06-17 00:00:00 UTC,Burien,United States,690.5919,Online
73132,21733,2004-06-17 00:00:00 UTC,Marysville,United States,16.5529,Online
73159,18442,2004-06-17 00:00:00 UTC,Marysville,United States,2555.0473,Online
73138,15782,2004-06-17 00:00:00 UTC,Yakima,United States,8.0444,Online
73125,24237,2004-06-17 00:00:00 UTC,Kirkland,United States,79.0959,Online
73127,26092,2004-06-17 00:00:00 UTC,Bellingham,United States,71.7919,Online
73170,23896,2004-06-17 00:00:00 UTC,Olympia,United States,606.6229,Online
73130,23820,2004-06-17 00:00:00 UTC,Beaverton,United States,41.1834,Online
73137,16084,2004-06-17 00:00:00 UTC,Lake Oswego,United States,5.514,Online
73167,28247,2004-06-17 00:00:00 UTC,Lake Oswego,United States,2634.3974,Online
43686,344,2001-07-01 00:00:00 UTC,Everett,United States,4592.3356,Offline
43665,146,2001-07-01 00:00:00 UTC,Seattle,United States,19005.2087,Offline
43671,200,2001-07-01 00:00:00 UTC,Port Orchard,United States,10784.9873,Offline
43683,506,2001-07-01 00:00:00 UTC,Casper,United States,56729.9942,Offline
43669,578,2001-07-01 00:00:00 UTC,Puyallup,United States,974.0229,Offline
43664,397,2001-07-01 00:00:00 UTC,Seattle,United States,32390.2031,Offline
43699,25863,2001-07-01 00:00:00 UTC,Lebanon,United States,3756.989,Online
43733,27577,2001-07-09 00:00:00 UTC,Port Orchard,United States,3953.9884,Online
43866,289,2001-08-01 00:00:00 UTC,Renton,United States,5403.8208,Offline
43917,218,2001-08-01 00:00:00 UTC,Longview,United States,28326.9314,Offline
43895,469,2001-08-01 00:00:00 UTC,Chehalis,United States,43115.5616,Offline
43911,433,2001-08-01 00:00:00 UTC,Lacey,United States,26197.5398,Offline
43914,401,2001-08-01 00:00:00 UTC,Las Vegas,United States,10807.6417,Offline
43909,326,2001-08-01 00:00:00 UTC,Kent,United States,33994.2813,Offline
43869,650,2001-08-01 00:00:00 UTC,Reno,United States,65396.7595,Offline
43894,559,2001-08-01 00:00:00 UTC,Cheyenne,United States,43077.1098,Offline
43848,164,2001-08-01 00:00:00 UTC,Troutdale,United States,24225.9484,Offline
43849,697,2001-08-01 00:00:00 UTC,Tooele,United States,27210.3002,Offline
43877,73,2001-08-01 00:00:00 UTC,North Bend,United States,27308.9192,Offline
43867,145,2001-08-01 00:00:00 UTC,Redmond,United States,43499.583,Offline
43860,1,2001-08-01 00:00:00 UTC,Seattle,United States,14603.7393,Offline
44109,91,2001-09-01 00:00:00 UTC,Beaverton,United States,18364.2006,Offline
44126,20,2001-09-01 00:00:00 UTC,Kent,United States,18909.6712,Offline
44078,272,2001-09-01 00:00:00 UTC,Tacoma,United States,37323.8614,Offline
